epoch,seconds,lr,train_vx_mse,train_vy_mse,train_avg_mse,val_vx_mse,val_vy_mse,val_avg_mse,best_val_avg_mse
28,245.4752733707428,0.0001,0.049717165529727936,0.050225600600242615,0.049971383064985275,0.057003382593393326,0.0526333786547184,0.05481838062405586,0.05457349866628647
29,247.89918613433838,0.0001,0.04973028600215912,0.04960702359676361,0.049668654799461365,0.05688561126589775,0.05275360494852066,0.054819606244564056,0.05457349866628647
30,247.90835213661194,0.0001,0.04955988749861717,0.04919012635946274,0.049375005066394806,0.05653383955359459,0.052082426846027374,0.05430813133716583,0.05430813133716583
31,247.98979330062866,0.0001,0.04899159446358681,0.04897044971585274,0.04898102208971977,0.05540499836206436,0.051954567432403564,0.05367978289723396,0.05367978289723396
32,245.18126797676086,0.0001,0.048615649342536926,0.048756081610918045,0.048685863614082336,0.05546237528324127,0.051488157361745834,0.0534752681851387,0.0534752681851387
33,244.83183336257935,0.0001,0.04859650135040283,0.04835829511284828,0.04847739636898041,0.055678632110357285,0.05145647004246712,0.0535675510764122,0.0534752681851387
34,245.6547281742096,0.0001,0.04845980554819107,0.048122838139534,0.048291321843862534,0.05509037524461746,0.051882240921258926,0.053486309945583344,0.0534752681851387
35,243.91900897026062,0.0001,0.0481717549264431,0.04779447242617607,0.047983113676309586,0.05499213561415672,0.05143566057085991,0.053213898092508316,0.053213898092508316
36,244.44701313972473,0.0001,0.047773588448762894,0.04769362136721611,0.0477336049079895,0.05445225164294243,0.05091358348727226,0.052682917565107346,0.052682917565107346
37,244.64619946479797,0.0001,0.04749066382646561,0.04746346175670624,0.04747706279158592,0.05428782477974892,0.050665415823459625,0.05247662216424942,0.05247662216424942
38,243.9293291568756,0.0001,0.047118641436100006,0.0474199578166008,0.0472692996263504,0.05413004010915756,0.05080081522464752,0.05246542766690254,0.05246542766690254
39,245.39856004714966,0.0001,0.047024041414260864,0.04700106009840965,0.04701255261898041,0.054298289120197296,0.05103595182299614,0.05266711860895157,0.05246542766690254
40,244.43941378593445,0.0001,0.04670584946870804,0.04681078717112541,0.046758316457271576,0.05373780429363251,0.05042896792292595,0.05208338797092438,0.05208338797092438
41,242.67542457580566,0.0001,0.04680463299155235,0.04635957255959511,0.04658210277557373,0.053931139409542084,0.0504036471247673,0.052167393267154694,0.05208338797092438
42,244.39029026031494,0.0001,0.04654576629400253,0.046354249119758606,0.04645000770688057,0.05365729704499245,0.0506410226225853,0.05214916169643402,0.05208338797092438
43,245.67857694625854,0.0001,0.046263936907052994,0.04612188786268234,0.04619291424751282,0.05367477238178253,0.05161828547716141,0.05264652892947197,0.05208338797092438
44,246.1188132762909,0.0001,0.045992638915777206,0.04591060429811478,0.04595161974430084,0.05280018225312233,0.05030864477157593,0.05155441164970398,0.05155441164970398
45,247.10724091529846,0.0001,0.045760899782180786,0.04581054672598839,0.045785725116729736,0.05273782089352608,0.05001050978899002,0.0513741672039032,0.0513741672039032
46,242.94024658203125,0.0001,0.045640960335731506,0.04552987962961197,0.04558541998267174,0.05313481017947197,0.04997476935386658,0.05155479162931442,0.0513741672039032
47,243.64591550827026,0.0001,0.045325376093387604,0.045420318841934204,0.045372847467660904,0.05299069359898567,0.04980767145752907,0.05139918252825737,0.0513741672039032
48,248.202543258667,0.0001,0.045026663690805435,0.045301780104637146,0.04516422003507614,0.05276918038725853,0.04938165098428726,0.05107541382312775,0.05107541382312775
49,245.24215292930603,0.0001,0.04521569609642029,0.04519573226571083,0.04520571231842041,0.05269700288772583,0.049725186079740524,0.051211096346378326,0.05107541382312775
50,245.9554262161255,0.0001,0.044951874762773514,0.0449095293879509,0.044930703938007355,0.05262475833296776,0.04989050328731537,0.05125763267278671,0.05107541382312775
51,247.37874817848206,0.0001,0.04483940824866295,0.04488516226410866,0.0448622852563858,0.05277962610125542,0.04949132353067398,0.05113547295331955,0.05107541382312775
52,243.0652973651886,0.0001,0.044704120606184006,0.044654328376054764,0.044679224491119385,0.05212634801864624,0.049656111747026443,0.05089122802019119,0.05089122802019119
53,244.19423294067383,0.0001,0.044571805745363235,0.04458943381905556,0.044580619782209396,0.05273202434182167,0.04956647381186485,0.05114924907684326,0.05089122802019119
54,242.45422792434692,0.0001,0.04435831308364868,0.04464111104607582,0.0444997102022171,0.05266479775309563,0.049229543656110764,0.050947170704603195,0.05089122802019119
55,244.37875032424927,0.0001,0.044442933052778244,0.04428306967020035,0.04436299949884415,0.052026841789484024,0.049766961485147476,0.05089690163731575,0.05089122802019119
56,245.824627161026,0.0001,0.04423486441373825,0.044203344732522964,0.04421910643577576,0.05231459066271782,0.04942809045314789,0.050871342420578,0.050871342420578
57,242.95286178588867,0.0001,0.04419440031051636,0.04401050880551338,0.04410245269536972,0.05198562517762184,0.04895489662885666,0.0504702627658844,0.0504702627658844
58,245.19730615615845,0.0001,0.04401140660047531,0.044016942381858826,0.04401417449116707,0.05190405994653702,0.04914236441254616,0.05052321404218674,0.0504702627658844
59,245.8488392829895,0.0001,0.043911661952733994,0.04378078877925873,0.04384622722864151,0.05199693143367767,0.04914005845785141,0.05056849494576454,0.0504702627658844
60,244.39373517036438,0.0001,0.04379313066601753,0.043743424117565155,0.04376827925443649,0.052300404757261276,0.04880574345588684,0.05055307596921921,0.0504702627658844
61,244.72607254981995,0.0001,0.043736185878515244,0.043558258563280106,0.043647222220897675,0.05212826654314995,0.048467669636011124,0.050297968089580536,0.050297968089580536
62,243.87652134895325,0.0001,0.043602775782346725,0.043557871133089066,0.043580323457717896,0.05192507803440094,0.048834290355443954,0.050379686057567596,0.050297968089580536
63,241.4133858680725,0.0001,0.043381717056035995,0.043429043143987656,0.043405380100011826,0.051634982228279114,0.04848024621605873,0.05005761235952377,0.05005761235952377
64,241.74504399299622,0.0001,0.04333329200744629,0.04334011673927307,0.04333670437335968,0.05144793540239334,0.04832802712917328,0.04988798126578331,0.04988798126578331
65,247.03228187561035,0.0001,0.04327227547764778,0.043255701661109924,0.043263986706733704,0.05169596150517464,0.048619404435157776,0.05015768110752106,0.04988798126578331
66,246.12035417556763,0.0001,0.0430477038025856,0.04327194020152092,0.04315982013940811,0.05210519954562187,0.048144612461328506,0.05012490600347519,0.04988798126578331
67,244.8585081100464,0.0001,0.043003931641578674,0.043171174824237823,0.04308755323290825,0.052076078951358795,0.04789434373378754,0.049985211342573166,0.04988798126578331
68,248.97080445289612,0.0001,0.042881667613983154,0.04301389306783676,0.04294778034090996,0.051874011754989624,0.04840843752026558,0.05014122277498245,0.04988798126578331
69,244.82885909080505,0.0001,0.042868632823228836,0.04294857010245323,0.042908601462841034,0.05159555748105049,0.04797421395778656,0.049784883856773376,0.049784883856773376
70,243.9005925655365,0.0001,0.04293046519160271,0.04270150884985924,0.04281598702073097,0.051631148904561996,0.04812196269631386,0.04987655580043793,0.049784883856773376
71,246.653235912323,0.0001,0.04279370978474617,0.0427338182926178,0.042763762176036835,0.051167577505111694,0.048438962548971176,0.049803271889686584,0.049784883856773376
72,246.17956924438477,0.0001,0.0426262766122818,0.04283566027879715,0.042730968445539474,0.05158119648694992,0.04742562025785446,0.04950340837240219,0.04950340837240219
73,246.18475818634033,0.0001,0.04257314279675484,0.04254920035600662,0.04256117343902588,0.05079345032572746,0.04763416945934296,0.04921381175518036,0.04921381175518036
74,245.4075107574463,0.0001,0.042277537286281586,0.04272283613681793,0.04250018671154976,0.051145993173122406,0.047237735241651535,0.04919186234474182,0.04919186234474182
75,244.8371558189392,0.0001,0.042393650859594345,0.042448583990335464,0.042421117424964905,0.05109313502907753,0.04774380475282669,0.04941847175359726,0.04919186234474182
76,245.3621277809143,0.0001,0.042428117245435715,0.04228163883090019,0.042354878038167953,0.05101723596453667,0.047063976526260376,0.04904060810804367,0.04904060810804367
77,246.27748036384583,0.0001,0.0421040877699852,0.04243830218911171,0.042271196842193604,0.051584456115961075,0.04843471199274063,0.050009585916996,0.04904060810804367
78,247.75217056274414,0.0001,0.042144522070884705,0.04223619028925896,0.04219035804271698,0.05112820491194725,0.047494079917669296,0.04931114241480827,0.04904060810804367
79,246.68477034568787,0.0001,0.04213591292500496,0.04228881001472473,0.042212359607219696,0.0508418083190918,0.047332514077425,0.04908715933561325,0.04904060810804367
80,247.5908842086792,0.0001,0.04226760193705559,0.04190303012728691,0.04208531603217125,0.050565656274557114,0.046663548797369,0.04861460253596306,0.04861460253596306
81,247.76404237747192,0.0001,0.04197883978486061,0.04209453612565994,0.042036689817905426,0.05080254375934601,0.04663318768143654,0.048717863857746124,0.04861460253596306
82,246.00470328330994,0.0001,0.04206455871462822,0.04198490455746651,0.04202473163604736,0.05097700655460358,0.04729592800140381,0.04913646727800369,0.04861460253596306
83,246.99039602279663,0.0001,0.04194141551852226,0.04179292172193527,0.04186716675758362,0.050721075385808945,0.04763138294219971,0.049176231026649475,0.04861460253596306
84,244.41668581962585,0.0001,0.041948795318603516,0.04172469675540924,0.04183674603700638,0.05065935105085373,0.04787442088127136,0.049266885966062546,0.04861460253596306
85,245.41765642166138,0.0001,0.041731126606464386,0.041776347905397415,0.04175373911857605,0.05096229538321495,0.04674375802278519,0.04885302484035492,0.04861460253596306
86,243.44707608222961,0.0001,0.041672028601169586,0.04170363396406174,0.04168783128261566,0.050979841500520706,0.04736023023724556,0.04917003586888313,0.04861460253596306
87,243.35083603858948,0.0001,0.04165152460336685,0.041683003306388855,0.04166726395487785,0.05043947696685791,0.04640469327569008,0.048422083258628845,0.048422083258628845
88,246.56305241584778,0.0001,0.04166828468441963,0.04153209179639816,0.04160019010305405,0.05015087127685547,0.04663076996803284,0.04839082062244415,0.04839082062244415
89,246.87143421173096,0.0001,0.04153281822800636,0.04144209250807762,0.04148745536804199,0.05046011134982109,0.04685387387871742,0.04865699261426926,0.04839082062244415
90,245.825204372406,0.0001,0.04146485775709152,0.04138636216521263,0.04142560809850693,0.05024472251534462,0.04613436385989189,0.048189543187618256,0.048189543187618256
91,244.81398463249207,0.0001,0.04126020148396492,0.04157871752977371,0.041419461369514465,0.050664741545915604,0.04640646278858185,0.04853560030460358,0.048189543187618256
92,246.78035306930542,0.0001,0.041408758610486984,0.0413198359310627,0.04136429727077484,0.05012449994683266,0.0466015599668026,0.04836302995681763,0.048189543187618256
93,249.39877724647522,0.0001,0.041365671902894974,0.04111676290631294,0.04124121740460396,0.04976578429341316,0.0461028590798378,0.04793432354927063,0.04793432354927063
94,243.71115040779114,0.0001,0.04116642847657204,0.04132499173283577,0.0412457101047039,0.04981314018368721,0.045895613729953766,0.04785437881946564,0.04785437881946564
95,242.01319670677185,0.0001,0.04110664129257202,0.0411347858607769,0.04112071543931961,0.0498196966946125,0.04613038897514343,0.04797504097223282,0.04785437881946564
96,238.08253026008606,0.0001,0.04116905480623245,0.04112444072961807,0.04114674776792526,0.04978577420115471,0.046033088117837906,0.04790943115949631,0.04785437881946564
97,244.99580192565918,0.0001,0.04108870401978493,0.04105376824736595,0.04107123613357544,0.05018710345029831,0.04601937159895897,0.04810323566198349,0.04785437881946564
98,244.16431999206543,0.0001,0.04109339788556099,0.04089061915874481,0.04099200665950775,0.050424154847860336,0.046418268233537674,0.048421211540699005,0.04785437881946564
99,243.53591132164001,0.0001,0.04091011360287666,0.0409054160118103,0.040907762944698334,0.049739524722099304,0.04564256593585014,0.04769104719161987,0.04769104719161987
