epoch,seconds,lr,train_vx_mse,train_vy_mse,train_avg_mse,val_vx_mse,val_vy_mse,val_avg_mse,best_val_avg_mse
0,273.4215843677521,0.0001,0.07623286545276642,0.07736743986606598,0.0768001526594162,0.06333322077989578,0.058510154485702515,0.06092168763279915,0.06092168763279915
1,276.3618960380554,0.0001,0.04878169298171997,0.049104899168014526,0.04894329607486725,0.05306664854288101,0.04776984080672264,0.05041824281215668,0.05041824281215668
2,277.6608829498291,0.0001,0.04361867904663086,0.043461140245199203,0.04353991150856018,0.05089005455374718,0.04399451985955238,0.04744228720664978,0.04744228720664978
3,272.7436134815216,0.0001,0.04019314795732498,0.04028046503663063,0.040236808359622955,0.04524270445108414,0.04108366370201111,0.04316318407654762,0.04316318407654762
4,232.91528153419495,0.0001,0.03785001486539841,0.03795752301812172,0.03790377080440521,0.04377511516213417,0.04070454463362694,0.042239829897880554,0.042239829897880554
5,280.48152208328247,0.0001,0.03627635911107063,0.03606680780649185,0.03617158532142639,0.043271224945783615,0.03922034054994583,0.041245780885219574,0.041245780885219574
6,272.8318302631378,0.0001,0.034916337579488754,0.034870319068431854,0.034893326461315155,0.040946539491415024,0.03839956223964691,0.03967305272817612,0.03967305272817612
7,266.4741759300232,0.0001,0.03361819311976433,0.033640891313552856,0.03362954407930374,0.04030008986592293,0.03733467683196068,0.0388173833489418,0.0388173833489418
8,274.8126859664917,0.0001,0.03275338560342789,0.032808881253004074,0.03278113156557083,0.04082901030778885,0.03768506646156311,0.03925703838467598,0.0388173833489418
9,271.7156546115875,0.0001,0.03192181885242462,0.031878482550382614,0.03190015256404877,0.03833429142832756,0.03689885139465332,0.03761657327413559,0.03761657327413559
10,272.0809860229492,0.0001,0.03122210130095482,0.03114437498152256,0.031183239072561264,0.04059949889779091,0.036837171763181686,0.0387183353304863,0.03761657327413559
11,268.67989587783813,0.0001,0.030474958941340446,0.030626945197582245,0.03055095300078392,0.0383099690079689,0.03743959218263626,0.03787478059530258,0.03761657327413559
12,278.34632205963135,0.0001,0.02997390739619732,0.0300148855894804,0.02999439649283886,0.037097711116075516,0.037199076265096664,0.03714839369058609,0.03714839369058609
13,265.3951082229614,0.0001,0.029552945867180824,0.02943306788802147,0.02949300780892372,0.037369195371866226,0.03813835233449936,0.03775377571582794,0.03714839369058609
14,279.23637676239014,0.0001,0.02901347540318966,0.028986066579818726,0.028999771922826767,0.036418139934539795,0.035273972898721695,0.035846054553985596,0.035846054553985596
15,272.0746464729309,0.0001,0.028619244694709778,0.028495576232671738,0.028557410463690758,0.03650439903140068,0.03360510990023613,0.035054754465818405,0.035054754465818405
16,267.62260389328003,0.0001,0.028163740411400795,0.028040530160069466,0.02810213528573513,0.03625766560435295,0.03481340408325195,0.0355355367064476,0.035054754465818405
17,250.22209000587463,0.0001,0.027788152918219566,0.027838505804538727,0.02781333029270172,0.0361611433327198,0.034856583923101425,0.035508863627910614,0.035054754465818405
18,270.9315905570984,0.0001,0.02736010029911995,0.027421219274401665,0.027390658855438232,0.03691206872463226,0.036241285502910614,0.03657667711377144,0.035054754465818405
19,269.35483026504517,0.0001,0.027133174240589142,0.0270872600376606,0.02711021713912487,0.03632048889994621,0.034491267055273056,0.035405877977609634,0.035054754465818405
20,270.3883500099182,0.0001,0.026829523965716362,0.026715200394392014,0.026772361248731613,0.036143723875284195,0.03456836938858032,0.03535604476928711,0.035054754465818405
21,268.22233152389526,0.0001,0.026403216645121574,0.026552263647317886,0.026477739214897156,0.035410281270742416,0.03539815545082092,0.03540422022342682,0.035054754465818405
22,255.0018458366394,0.0001,0.02638343535363674,0.026179227977991104,0.02628133073449135,0.03627697378396988,0.035812463611364365,0.03604471683502197,0.035054754465818405
23,268.95939540863037,0.0001,0.025988824665546417,0.02601318433880806,0.02600100450217724,0.034955479204654694,0.0349816270172596,0.034968554973602295,0.034968554973602295
24,263.87660574913025,0.0001,0.0258126612752676,0.02580239251255989,0.02580752596259117,0.03531365841627121,0.03412767872214317,0.03472066670656204,0.03472066670656204
25,273.3520712852478,0.0001,0.025558678433299065,0.025528335943818092,0.02554350718855858,0.035883188247680664,0.035458896309137344,0.035671040415763855,0.03472066670656204
26,268.34443855285645,0.0001,0.02534124255180359,0.0253165103495121,0.025328876450657845,0.03558638319373131,0.03387819230556488,0.03473228961229324,0.03472066670656204
27,250.3969292640686,0.0001,0.025112267583608627,0.02520034834742546,0.025156307965517044,0.03480038419365883,0.034393370151519775,0.03459687530994415,0.03459687530994415
28,269.26981830596924,0.0001,0.02493990957736969,0.024872859939932823,0.02490638568997383,0.0344938226044178,0.034852828830480576,0.03467332571744919,0.03459687530994415
29,269.9424955844879,0.0001,0.02487855777144432,0.024725988507270813,0.024802273139357567,0.03548121079802513,0.036445531994104385,0.03596337139606476,0.03459687530994415
30,271.97605204582214,0.0001,0.024586576968431473,0.02450699917972088,0.0245467871427536,0.03593314439058304,0.03583031892776489,0.035881731659173965,0.03459687530994415
31,274.87772011756897,0.0001,0.02442183531820774,0.024501029402017593,0.02446143329143524,0.03388848528265953,0.03464318439364433,0.03426583483815193,0.03426583483815193
32,262.83103132247925,0.0001,0.02427944540977478,0.024344248697161674,0.024311847984790802,0.034177642315626144,0.035469911992549896,0.03482377529144287,0.03426583483815193
33,275.78106927871704,0.0001,0.024167753756046295,0.02414892613887787,0.024158339947462082,0.03451697900891304,0.035027582198381424,0.03477228060364723,0.03426583483815193
34,269.35345911979675,0.0001,0.02403128147125244,0.023968255147337914,0.023999769240617752,0.03512478992342949,0.03456101939082146,0.03484290465712547,0.03426583483815193
35,275.25274324417114,0.0001,0.023853013291954994,0.023851877078413963,0.02385244518518448,0.03357800468802452,0.03544222190976143,0.034510113298892975,0.03426583483815193
36,259.67275977134705,0.0001,0.023685943335294724,0.023794788867235184,0.023740366101264954,0.03529108688235283,0.035832639783620834,0.03556186333298683,0.03426583483815193
37,268.698814868927,0.0001,0.02358422987163067,0.023607542738318443,0.023595886304974556,0.03431771695613861,0.032878730446100235,0.033598221838474274,0.033598221838474274
38,237.56050157546997,0.0001,0.0234462209045887,0.023542556911706924,0.023494388908147812,0.03533221036195755,0.037325192242860794,0.03632870316505432,0.033598221838474274
39,275.9937734603882,0.0001,0.023540103808045387,0.023396996781229973,0.02346855029463768,0.0354771688580513,0.03402275592088699,0.03474996238946915,0.033598221838474274
40,271.72187304496765,0.0001,0.02323194406926632,0.02327568084001541,0.02325381338596344,0.03436730057001114,0.03575039654970169,0.035058848559856415,0.033598221838474274
41,275.55350399017334,0.0001,0.02322636917233467,0.023129485547542572,0.02317792735993862,0.03596951812505722,0.03321370109915733,0.03459160774946213,0.033598221838474274
42,278.36062240600586,0.0001,0.023148871958255768,0.023072918877005577,0.023110896348953247,0.03387586772441864,0.034315358847379684,0.03409561514854431,0.033598221838474274
43,271.030859708786,0.0001,0.02307307906448841,0.022977927699685097,0.023025503382086754,0.03390863165259361,0.03406926244497299,0.03398894518613815,0.033598221838474274
